"Descrição","Acurácia","F1-Score","Recall","Precisão","MCC"
"adult.dat , MLP , Normalizado , Split # 0",0.7999292411109146,0.38050308491491774,0.6558067384119196,0.6351257299751623,0.7678664486333986
"adult.dat , MlP , Padronizado , Split # 0",0.8428268176189634,0.5552433146568576,0.7745142203122615,0.7580440795212129,0.7986845687790625
"adult.dat , MLP , Normalizado , Split # 0",0.7982487174951354,0.39446846419156095,0.6831096231546047,0.6628438026057184,0.7388874595651708
"adult.dat , MlP , Padronizado , Split # 0",0.845657173182381,0.5559005085245932,0.7710842818505946,0.7480803843914742,0.811416575856976
"adult.dat , MLP , Normalizado , Split # 0",0.7971873341588537,0.373409635328133,0.657587049817614,0.6372514458493899,0.7539768431818472
"adult.dat , MlP , Padronizado , Split # 0",0.8371661064921281,0.5676440862735611,0.7837526151924924,0.7865861335439073,0.7810846120647872
"adult.dat , MLP , Normalizado , Split # 0",0.800636830001769,0.38291730996554174,0.6563468372346921,0.635476448753511,0.7705740880062869
"adult.dat , MlP , Padronizado , Split # 0",0.8448611356801699,0.5555361185275103,0.7721775401678955,0.7510210167713829,0.8073650793846554
"adult.dat , MLP , Normalizado , Split # 0",0.802405802228905,0.39877513369604395,0.6776248371378742,0.6553174707892427,0.7559622018795318
"adult.dat , MlP , Padronizado , Split # 0",0.8425614717848929,0.5505960185983257,0.7706765210593065,0.7512870460086634,0.8016032665745494
"adult.dat , MLP , Normalizado , Split # 0",0.8009021758358393,0.3855154712870152,0.6607431977459526,0.6393619276783215,0.7666118736257415
"adult.dat , MlP , Padronizado , Split # 0",0.8376083495489121,0.5425221005336149,0.768859569418908,0.7544554756278776,0.7891765532271764
"adult.dat , MLP , Normalizado , Split # 0",0.8088625508579516,0.4409528624212411,0.7126115719139543,0.6933503350314887,0.7514081845860519
"adult.dat , MlP , Padronizado , Split # 0",0.845214930125597,0.5612999615173417,0.7772232300813213,0.7598708639776857,0.8030905831236457
"adult.dat , MLP , Normalizado , Split # 0",0.7978949230497081,0.3717539676953688,0.6497484979025008,0.6301839819427462,0.7653955779253029
"adult.dat , MlP , Padronizado , Split # 0",0.8443304440120291,0.5568889375630469,0.7742925112140503,0.7555738140274754,0.8033617606328395
"adult.dat , MLP , Normalizado , Split # 0",0.8027595966743322,0.39448818209560044,0.6685721421810916,0.6462201018221765,0.7660730704495539
"adult.dat , MlP , Padronizado , Split # 0",0.8433575092871042,0.5594728142610247,0.7774395273906507,0.7629434827830948,0.7976018140705893
"adult.dat , MLP , Normalizado , Split # 0",0.8039978772333274,0.405984588829068,0.6828334162009194,0.6602045357334467,0.7572078961624187
"adult.dat , MlP , Padronizado , Split # 0",0.843888200955245,0.5624201367953389,0.7792772575623246,0.7658088682119948,0.7975036277012124
"adult.dat , MLP , Normalizado , Split # 0",0.8070935786308155,0.41252898344825617,0.6809535223270491,0.6571175222240799,0.7707848236400741
"adult.dat , MlP , Padronizado , Split # 0",0.843888200955245,0.5646356041359938,0.7808714232554844,0.7690393671232012,0.7962515940204622
"adult.dat , MLP , Normalizado , Split # 0",0.8058552980718203,0.40707183604909125,0.6767594172505803,0.6533031774777189,0.7702283840927926
"adult.dat , MlP , Padronizado , Split # 0",0.8304440120290112,0.5359671356969621,0.7676662713933537,0.76213641411893,0.7739611468257106
"adult.dat , MLP , Normalizado , Split # 0",0.8053246064036794,0.40101720819259956,0.6655495113142539,0.6427803131481813,0.7815773367503556
"adult.dat , MlP , Padronizado , Split # 1",0.8477799398549443,0.5700358520582658,0.7820458833710235,0.7655243314981974,0.8059426520333777
"adult.dat , MLP , Normalizado , Split # 1",0.8008137272244826,0.38195694580747824,0.6516720543413831,0.6314063567012677,0.7775571747686416
"adult.dat , MlP , Padronizado , Split # 1",0.8476030426322306,0.5704716997093819,0.7825772798019985,0.7668425170705242,0.8048970266639526
"adult.dat , MLP , Normalizado , Split # 1",0.801521316115337,0.38442461155534086,0.6517804437768466,0.6313981311561491,0.7811727242030849
"adult.dat , MlP , Padronizado , Split # 1",0.8453033787369538,0.568045274496394,0.7824518379069322,0.7700997490033661,0.7986632115249228
"adult.dat , MLP , Normalizado , Split # 1",0.8017866619494074,0.4016045414366499,0.6834333950967381,0.6617258419097232,0.7493204020427566
"adult.dat , MlP , Padronizado , Split # 1",0.8448611356801699,0.5762840463428112,0.787875014831092,0.7824884691286899,0.7939087240388838
"adult.dat , MLP , Normalizado , Split # 1",0.797541128604281,0.3667258768158935,0.6368318385881487,0.619659061226929,0.780981371881513
"adult.dat , MlP , Padronizado , Split # 1",0.846541659295949,0.5658195176387723,0.7797205341931819,0.7627868197222385,0.804573614916616
"adult.dat , MLP , Normalizado , Split # 1",0.813550327259862,0.44639402073374784,0.7099970918241321,0.6868946670265762,0.7665507059633034
"adult.dat , MlP , Padronizado , Split # 1",0.8440650981779586,0.5648009885132497,0.7808861618671807,0.7687980145212767,0.7966913252630199
"adult.dat , MLP , Normalizado , Split # 1",0.8043516716787547,0.3947082547178722,0.6483801078713318,0.6282543781722906,0.8036828226891832
"adult.dat , MlP , Padronizado , Split # 1",0.8442419954006722,0.5627058964567813,0.7792389671769157,0.7652065149003232,0.7984824166425897
"adult.dat , MLP , Normalizado , Split # 1",0.7538475145940209,0.07235659999493636,0.4464844417041277,0.5069798786379572,0.6875203651234084
"adult.dat , MlP , Padronizado , Split # 1",0.8474261454095171,0.5745130806666696,0.7857804510521043,0.773664515602684,0.8015236366415768
"adult.dat , MLP , Normalizado , Split # 1",0.7763134618786485,0.26193692802518803,0.5561233934900325,0.5647480498743338,0.7649151379710897
"adult.dat , MlP , Padronizado , Split # 1",0.8475145940208739,0.5687354368847821,0.781208892923875,0.7642711109454812,0.8059925808871836
"adult.dat , MLP , Normalizado , Split # 1",0.7865735007960375,0.31612848772505314,0.5993229369643299,0.5925067885927469,0.770080775345294
"adult.dat , MlP , Padronizado , Split # 1",0.8479568370776579,0.5693464618673029,0.7812618390467134,0.7637275534945809,0.8072824486345118
"adult.dat , MLP , Normalizado , Split # 1",0.7812665841146293,0.2940703050984302,0.5955759996985595,0.5894576293777526,0.7416712385019617
"adult.dat , MlP , Padronizado , Split # 1",0.8457456217937378,0.5690900030588338,0.7829285726615776,0.7703937283072231,0.7994368930161795
"adult.dat , MLP , Normalizado , Split # 1",0.7936493897045817,0.36325947517870233,0.6559246035105009,0.6364550368202258,0.7417599404574471
"adult.dat , MlP , Padronizado , Split # 1",0.8486644259685123,0.5792836149806762,0.7884187528431356,0.7772395641334002,0.8025988621375242
"adult.dat , MLP , Normalizado , Split # 1",0.7990447549973465,0.37750760450784826,0.6550994787399422,0.6346574194752707,0.7645825087406821
"adult.dat , MlP , Padronizado , Split # 1",0.8449495842915267,0.5770366800274508,0.7882876362491051,0.7832651536363959,0.7938689473648692
"adult.dat , MLP , Normalizado , Split # 1",0.801963559172121,0.385767526386626,0.6507765022142272,0.6304956293817815,0.7850987905102064
"adult.dat , MlP , Padronizado , Split # 1",0.8483990801344419,0.5746486015370466,0.7852185841201917,0.7709611230521406,0.8046756408528573
"adult.dat , MLP , Normalizado , Split # 1",0.8051477091809659,0.4156837756596138,0.69250087041212,0.6704210824414492,0.75347949747649
"adult.dat , MlP , Padronizado , Split # 1",0.8423845745621794,0.5661673295235243,0.7825135810727574,0.7748597796359675,0.7915536109396752
"adult.dat , MLP , Normalizado , Split # 1",0.801963559172121,0.38912859339181133,0.6617647398756269,0.6400674780075782,0.7702644902817788
"adult.dat , MlP , Padronizado , Split # 1",0.8472492481868035,0.5636401927822525,0.7767626367965336,0.7561979482468846,0.8100046947033641
"adult.dat , MLP , Normalizado , Split # 1",0.8031133911197594,0.3899612697598171,0.6504311724955001,0.6300634944935851,0.7922991430162388
"adult.dat , MlP , Padronizado , Split # 1",0.8470723509640898,0.5748222664800926,0.7861928834984111,0.7751044056691129,0.8002683992261563
"adult.dat , MLP , Normalizado , Split # 1",0.8179727578277021,0.45594724617200244,0.7100347603147391,0.6843306471053132,0.7819497117767136
"adult.dat , MlP , Padronizado , Split # 1",0.8425614717848929,0.5564482583572853,0.7757247321169028,0.7607392465266376,0.7968815285323984
"adult.dat , MLP , Normalizado , Split # 1",0.8142579161507164,0.44114403317463435,0.6999664565364464,0.6745626863757442,0.7787079845727901
"adult.dat , MlP , Padronizado , Split # 1",0.8461878648505219,0.5658196975144716,0.7800719669062077,0.7639874135730224,0.8031886310053281
"adult.dat , MLP , Normalizado , Split # 1",0.7789669202193525,0.27712607242425147,0.5704722516733315,0.5734515159511785,0.7613930394177904
"adult.dat , MlP , Padronizado , Split # 1",0.8473376967981603,0.569234173441693,0.7818068094426335,0.7657089446256302,0.8048707531001498
"adult.dat , MLP , Normalizado , Split # 1",0.7943569785954361,0.3556653542699381,0.6375116081934653,0.6204139648268976,0.7626311749011191
"adult.dat , MlP , Padronizado , Split # 1",0.8458340704050946,0.5694610349724518,0.7831401399747413,0.7706918203836395,0.7994972935387372
"adult.dat , MLP , Normalizado , Split # 1",0.7982487174951354,0.3716988845706832,0.6463985565802722,0.6273083145824478,0.7713099714740438
"adult.dat , MlP , Padronizado , Split # 1",0.8445073412347426,0.5665859964938197,0.7818856454481096,0.7701688267955358,0.797054711335963
"adult.dat , MLP , Normalizado , Split # 1",0.7994869980541306,0.3755923046448256,0.6449498126133006,0.6259777906924432,0.7799493040261611
"adult.dat , MlP , Padronizado , Split # 1",0.8476914912435874,0.5727891569541981,0.7843333261108174,0.7702514599503244,0.8035019851369236
"adult.dat , MLP , Normalizado , Split # 1",0.8021404563948346,0.39828723158145835,0.6778277578236489,0.6556196756382184,0.7548403956476695
"adult.dat , MlP , Padronizado , Split # 1",0.842119228728109,0.5666760175577473,0.7828964526256232,0.7761191693475229,0.7907455770219862
"adult.dat , MLP , Normalizado , Split # 1",0.7995754466654873,0.37847084942084913,0.6534204126282834,0.6330958249147397,0.7690546152614062
"adult.dat , MlP , Padronizado , Split # 1",0.8453918273483106,0.5676866797680971,0.7821387174069936,0.7693210081093803,0.7991487450686006
"adult.dat , MLP , Normalizado , Split # 1",0.8034671855651866,0.3980264637828521,0.6717434330738423,0.6490834308647968,0.7656651127367016
"adult.dat , MlP , Padronizado , Split # 1",0.8480452856890147,0.5725137574091294,0.7838336958120442,0.768691921776073,0.804970093868214
"adult.dat , MLP , Normalizado , Split # 1",0.8040863258446842,0.3950438249034788,0.6588431709898823,0.637051598676661,0.784673117827969
"adult.dat , MlP , Padronizado , Split # 1",0.8448611356801699,0.5561085039083936,0.7727768198010199,0.752097849741785,0.8066831673058623
"adult.dat , MLP , Normalizado , Split # 1",0.8039094286219707,0.39315416342625364,0.6517722369382889,0.6310712496718175,0.7948209401497612
"adult.dat , MlP , Padronizado , Split # 1",0.8422076773394658,0.5614067044176878,0.7795370303695581,0.7688794306311242,0.7930472284783296
"adult.dat , MLP , Normalizado , Split # 1",0.8080665133557403,0.4121139922011388,0.6730143642191054,0.6490299648215259,0.7849056945885908
"adult.dat , MlP , Padronizado , Split # 1",0.8460994162391651,0.5719711593654997,0.784747386925425,0.7736201144458702,0.7989098661555395
"adult.dat , MLP , Normalizado , Split # 1",0.8045285689014683,0.39838888216900176,0.6652985118811764,0.6427297428325286,0.7779968951917977
"adult.dat , MlP , Padronizado , Split # 1",0.8392888731646914,0.5658260854343418,0.7828744400625336,0.7808183477330733,0.7850233625602274
"adult.dat , MLP , Normalizado , Split # 1",0.8134618786485052,0.5050432408482917,0.7524461490379757,0.7551549407324294,0.749915477233523
"adult.dat , MlP , Padronizado , Split # 1",0.8467185565186627,0.5699848928708003,0.7829261908756933,0.7688868168349042,0.8020627618761381
"adult.dat , MLP , Normalizado , Split # 1",0.8005483813904122,0.3838558889833019,0.6593476946938539,0.6381695593726562,0.7666023981261982
"adult.dat , MlP , Padronizado , Split # 1",0.8466301079073059,0.5656114411888689,0.7794460887852219,0.7621277269360751,0.8051149015626331
"adult.dat , MLP , Normalizado , Split # 1",0.808243410578454,0.4210397064105457,0.6906872400963011,0.6669751246086151,0.7654204253325229
"adult.dat , MlP , Padronizado , Split # 1",0.8455687245710243,0.5603034415932372,0.7758957064533643,0.7568755485095648,0.8055370085657808
"adult.dat , MLP , Normalizado , Split # 1",0.8111622147532284,0.42974016809872057,0.6933945149366765,0.6686760917984265,0.773714860992587
"adult.dat , MlP , Padronizado , Split # 1",0.8468070051300195,0.567782944428829,0.7811089649005143,0.7651168732453569,0.8039956190245208
"adult.dat , MLP , Normalizado , Split # 1",0.8039094286219707,0.3974459164309012,0.6677943717118183,0.6451897263948678,0.771994548805043
"adult.dat , MlP , Padronizado , Split # 1",0.843445957898461,0.5575955759314447,0.7758715070201307,0.7597717797326597,0.7992172847049542
"adult.dat , MLP , Normalizado , Split # 1",0.8246064036794623,0.47529974073336906,0.7141017277809484,0.6853901896441394,0.8046410438098784
"adult.dat , MlP , Padronizado , Split # 1",0.8407040509464001,0.5596495928168226,0.7790304121567062,0.7701532150466373,0.7898426238291903
"adult.dat , MLP , Normalizado , Split # 1",0.8257562356271007,0.4958952879219762,0.7413742091952946,0.7210917833183259,0.7780656667701189
"adult.dat , MlP , Padronizado , Split # 2",0.8429152662303202,0.5556875961747648,0.7747983358671451,0.7584618197054516,0.7986792255180963
"adult.dat , MLP , Normalizado , Split # 2",0.7951530160976472,0.3602411087226794,0.6426401996707093,0.6245325708085141,0.760521515719149
"adult.dat , MlP , Padronizado , Split # 2",0.8375199009375552,0.5527761634382327,0.7758297442899333,0.7683955083823342,0.7846186665968847
"adult.dat , MLP , Normalizado , Split # 2",0.7959490535998585,0.3665811868094988,0.6512208494202609,0.6317620275935143,0.7549705878411878
"adult.dat , MlP , Padronizado , Split # 2",0.8433575092871042,0.5607523117300464,0.7784069422197536,0.7648578525082541,0.7968036931251563
"adult.dat , MLP , Normalizado , Split # 2",0.7984256147178489,0.37321180349575317,0.6491268449595521,0.6295795722447949,0.7687287970155876
"adult.dat , MlP , Padronizado , Split # 2",0.8508756412524323,0.5791213643260221,0.7866267604041461,0.7699751487816457,0.8105670615724783
"adult.dat , MLP , Normalizado , Split # 2",0.8017866619494074,0.40143272845509514,0.6832144365943469,0.6614865456940782,0.7494762563380715
"adult.dat , MlP , Padronizado , Split # 2",0.8395542189987617,0.553269083317642,0.7753554219968739,0.7643636483280656,0.7894750096042674
"adult.dat , MLP , Normalizado , Split # 2",0.7947992216522201,0.3540156078864798,0.6129175603679263,0.6022821355260958,0.8063268330843034
"adult.dat , MlP , Padronizado , Split # 2",0.8439766495666018,0.5636861632993211,0.7801445637905816,0.7674230894744581,0.7970406288772016
"adult.dat , MLP , Normalizado , Split # 2",0.8040863258446842,0.39528398735414766,0.6597995537866197,0.637889135431418,0.7832881469771557
"adult.dat , MlP , Padronizado , Split # 2",0.844772687068813,0.5612286474293404,0.7776162173458931,0.761251958183343,0.8014117070027087
"adult.dat , MLP , Normalizado , Split # 2",0.756500972934725,0.10963619693058847,0.45948247335761944,0.5131707344505302,0.7281591759850354
"adult.dat , MlP , Padronizado , Split # 2",0.8440650981779586,0.5627614314369558,0.7794079272351357,0.7658068118257151,0.7978671112091612
"adult.dat , MLP , Normalizado , Split # 2",0.7687953299133203,0.2156810688482831,0.5209773332599414,0.5445550920153123,0.7610157523833125
"adult.dat , MlP , Padronizado , Split # 2",0.8460109676278083,0.5645045232438275,0.7791439969090532,0.7624340445576101,0.803567089875783
"adult.dat , MLP , Normalizado , Split # 2",0.784539182734831,0.306826191851897,0.5955956077069112,0.5898383546089576,0.7619769485319314
"adult.dat , MlP , Padronizado , Split # 2",0.8422076773394658,0.5548850167419189,0.7747865095472216,0.7594272301131499,0.7967088127857563
"adult.dat , MLP , Normalizado , Split # 2",0.7895807535821687,0.33047867260769015,0.6095624245428976,0.5996507164953403,0.7739974103790006
"adult.dat , MlP , Padronizado , Split # 2",0.8431806120643905,0.553919143473329,0.7729818300756677,0.7546898197296247,0.8011765623690312
"adult.dat , MLP , Normalizado , Split # 2",0.7905536883070936,0.34367774814188023,0.6370983644964578,0.620398353077999,0.7452574963615871
"adult.dat , MlP , Padronizado , Split # 2",0.8427383690076066,0.5587101386475964,0.7773197757404375,0.763608744728097,0.7960419800845333
"adult.dat , MLP , Normalizado , Split # 2",0.7969219883247833,0.3679409639998897,0.6478517097628838,0.6286996907195035,0.7629776191230818
"adult.dat , MlP , Padronizado , Split # 2",0.8461878648505219,0.5612850141543207,0.7759910046092946,0.7562102865645625,0.8074045848612218
"adult.dat , MLP , Normalizado , Split # 2",0.7992216522200601,0.3748779357973952,0.6458686492538998,0.6267585879727087,0.7771675454012887
"adult.dat , MlP , Padronizado , Split # 2",0.8439766495666018,0.5614362250738089,0.7784706605737886,0.7640729424554293,0.798412468818469
"adult.dat , MLP , Normalizado , Split # 2",0.7978064744383513,0.3724264352030999,0.6520177478311222,0.6321592039149566,0.762375690699798
"adult.dat , MlP , Padronizado , Split # 2",0.8472492481868035,0.567438291423447,0.7803672790871908,0.7630178903927647,0.806049727351948
"adult.dat , MLP , Normalizado , Split # 2",0.7999292411109146,0.4027625564951313,0.6888109211129918,0.668627200165451,0.7404974949998157
"adult.dat , MlP , Padronizado , Split # 2",0.8422961259508226,0.5570878943678622,0.7764201752812496,0.7624772286694828,0.7955941393700996
"adult.dat , MLP , Normalizado , Split # 2",0.8111622147532284,0.4419404629303513,0.7099339380564659,0.68829838148131,0.759311008462491
"adult.dat , MlP , Padronizado , Split # 2",0.843003714841677,0.555528167777319,0.7745789829497144,0.7579223750271107,0.7991321954537545
"adult.dat , MLP , Normalizado , Split # 2",0.7972757827702105,0.43081788751654804,0.7137987064623867,0.7039542377672714,0.7275069817573618
"adult.dat , MlP , Padronizado , Split # 2",0.8408809481691137,0.5591525641854203,0.7786433177225104,0.7690743256899554,0.7904881292868012
"adult.dat , MLP , Normalizado , Split # 2",0.8003714841676985,0.37799696803528565,0.6360405730739814,0.6189082703995198,0.8004032170424324
"adult.dat , MlP , Padronizado , Split # 2",0.8437113037325314,0.559933777552737,0.7775156659850713,0.7625804256870681,0.7985045766683732
"adult.dat , MLP , Normalizado , Split # 2",0.7781708827171413,0.27424017165641296,0.5737095698742645,0.5751956672528626,0.7500399108675897
"adult.dat , MlP , Padronizado , Split # 2",0.8435344065098178,0.5619036035129135,0.7791353330422899,0.766052277200199,0.7966857331230552
"adult.dat , MLP , Normalizado , Split # 2",0.7919688660888025,0.3462368723455913,0.6333772590517174,0.6172710511843778,0.7555617319042738
"adult.dat , MlP , Padronizado , Split # 2",0.8424730231735362,0.5671892562050211,0.7831071667092622,0.7759954084671412,0.7914030836066479
"adult.dat , MLP , Normalizado , Split # 2",0.793030249425084,0.35730431561604936,0.6490267218996806,0.6303003566193479,0.7449463249183781
"adult.dat , MlP , Padronizado , Split # 2",0.8484875287457987,0.5695968754465035,0.7808514939376016,0.7621659589340499,0.8093847517785818
"adult.dat , MLP , Normalizado , Split # 2",0.7919688660888025,0.35274041286220126,0.6461377497183124,0.6279197327805768,0.7431716283359235
"adult.dat , MlP , Padronizado , Split # 2",0.8439766495666018,0.5591986861962638,0.7766933598473652,0.7606031473285779,0.7999802322507641
"adult.dat , MLP , Normalizado , Split # 2",0.8024942508402618,0.3887767279035188,0.6556553561893406,0.6345574958889061,0.7808229730362951
"adult.dat , MlP , Padronizado , Split # 2",0.8401733592782593,0.5506330120955814,0.7731015562667479,0.7590321101779873,0.7926246419807941
"adult.dat , MLP , Normalizado , Split # 2",0.8038209800106139,0.42477475130015213,0.7043478084533483,0.6856916390859102,0.7429209928760289
"adult.dat , MlP , Padronizado , Split # 2",0.8446842384574562,0.5718079267058109,0.7852461345066595,0.7769867125551364,0.7951082942097027
"adult.dat , MLP , Normalizado , Split # 2",0.8025826994516186,0.39066542026269063,0.6607722892639093,0.6390432717391086,0.7744100248075823
"adult.dat , MlP , Padronizado , Split # 2",0.8484875287457987,0.5806855380293706,0.7894447802186064,0.7797542307839516,0.8013320773840852
"adult.dat , MLP , Normalizado , Split # 2",0.8043516716787547,0.3958664021926729,0.6584119089672161,0.6366297457198627,0.7867424797567142
"adult.dat , MlP , Padronizado , Split # 2",0.844772687068813,0.5613030225906347,0.7776781315982797,0.7613716062911655,0.8013535858390137
"adult.dat , MLP , Normalizado , Split # 2",0.7996638952768441,0.3809825387775874,0.6587654107191178,0.6378208969805871,0.7632904335143401
"adult.dat , MlP , Padronizado , Split # 2",0.8476030426322306,0.5654428225786033,0.7780520419446892,0.7581082051994845,0.8096817334405845
"adult.dat , MLP , Normalizado , Split # 2",0.7997523438882009,0.37626975802212603,0.6435751784645574,0.6248380490887103,0.7835251989187664
"adult.dat , MlP , Padronizado , Split # 2",0.8419423315053953,0.5664677345480209,0.7828186706426981,0.776240873841625,0.7904038872139699
"adult.dat , MLP , Normalizado , Split # 2",0.8093047939147355,0.41854138185237266,0.6805358793442139,0.6559551603712709,0.7808129078670161
"adult.dat , MlP , Padronizado , Split # 2",0.843888200955245,0.5607518454390595,0.7780112669203072,0.7632962579477232,0.7985635217665559
"adult.dat , MLP , Normalizado , Split # 2",0.8163806828232797,0.4645948119780869,0.7245508588507013,0.7043303885881809,0.7640923124655568
"adult.dat , MlP , Padronizado , Split # 2",0.8453918273483106,0.5663312045864978,0.7811364534402625,0.7672869902763985,0.7999875087043418
"adult.dat , MLP , Normalizado , Split # 2",0.8002830355563417,0.380827667686034,0.6536799480159371,0.6332072474774435,0.7721881039163105
